provincia,confraria,banco,lat,lon
Lugo,Santiago Apóstol de Celeiro,Praia de Abrela,43.70207977,-7.612279241
Lugo,Santiago Apóstol de Celeiro,Praia de Area,43.69184905,-7.57839146
Lugo,Santiago Apóstol de Celeiro,Praia de Celeiro (Pantalán),43.67824144,-7.594914843
Lugo,Santiago Apóstol de Celeiro,Praia de Covas,43.6738821,-7.599197038
Lugo,Santiago Apóstol de Celeiro,Praia de Sacido,43.67900677,-7.613344684
Pontevedra,Aldán-Hío,Area Cova (Pena Rubia-Cova Balea),42.27728246,-8.825800371
Pontevedra,Aldán-Hío,Menduiña (Laxe do Aire),42.29879438,-8.823241973
Pontevedra,Aldán-Hío,Praia San Cibrán,42.27883938,-8.819234937
Pontevedra,Aldán-Hío,Praia San Cibrán (Parque),42.27975747,-8.81889273
Pontevedra,Aldán-Hío,Praia Vilariño (Río Esteiro),42.2756685,-8.824592095
Pontevedra,Aldán-Hío,Praia Vilariño (Vilariño),42.27567375,-8.822154513
Pontevedra,Aldán-Hío,Pta. Alada (Area Brava),42.29888411,-8.848160145
Pontevedra,Aldán-Hío,Pta. Couso,42.30764553,-8.853853894
Pontevedra,Aldán-Hío,San Cibrán,42.28028886,-8.818903336
Pontevedra,Aldán-Hío,Vilariño,42.27537031,-8.823950183
Pontevedra,Aldán-Hío,Vilariño (Pta. Testada),42.27722831,-8.825727755
Pontevedra,La Anunciada de Baiona,Barbeira,42.1246363,-8.846411309
Pontevedra,La Anunciada de Baiona,Boca da Foz,42.12009401,-8.825396836
Pontevedra,La Anunciada de Baiona,Foz do Miñor,42.11725691,-8.819537602
Pontevedra,La Anunciada de Baiona,Paseo da Lonxa 1-2,42.11808722,-8.845411033
Pontevedra,La Anunciada de Baiona,Paseo da Lonxa-Ribeiriña-3,42.11858382,-8.84631705
Pontevedra,La Anunciada de Baiona,Ribeira,42.1210725,-8.848488619
Pontevedra,La Anunciada de Baiona,Sta. Marta,42.11382172,-8.835018514
Pontevedra,La Pastoriza de Vilanova,As Carballas-O Bote,42.55237051,-8.837705247
Pontevedra,La Pastoriza de Vilanova,As Sinas-1,42.5773773,-8.818216737
Pontevedra,La Pastoriza de Vilanova,As Sinas-2,42.57615075,-8.828760546
Pontevedra,La Pastoriza de Vilanova,Castelete-O Rego,42.54289555,-8.830885311
Pontevedra,La Pastoriza de Vilanova,Esteiro de Vilamaior,42.56128586,-8.831213308
Pontevedra,La Pastoriza de Vilanova,Illa Currás-O Esteiro,42.55641983,-8.823308501
Pontevedra,Ría de Vigo,Areiña,42.2603794,-8.700203124
Pontevedra,Ría de Vigo,Canido,42.19446899,-8.797965242
Pontevedra,Ría de Vigo,Pedra Oliveira,42.31770757,-8.647664604
Pontevedra,Ría de Vigo,Praia de Mende,42.26358861,-8.681273115
Pontevedra,Ría de Vigo,Sobreira,42.19037271,-8.809435182
Pontevedra,San André de Lourizán,A Canteira,42.42709315,-8.707785732
Pontevedra,San André de Lourizán,Ameixal-1,42.41987529,-8.685818804
Pontevedra,San André de Lourizán,Campelo,42.4278263,-8.685353625
Pontevedra,San André de Lourizán,Combarro,42.4342368,-8.69469516
Pontevedra,San André de Lourizán,Don Bernardo,42.42182638,-8.715638216
Pontevedra,San André de Lourizán,Fontemaior,42.40683036,-8.745880429
Pontevedra,San André de Lourizán,Ministro,42.42259026,-8.71862501
Pontevedra,San André de Lourizán,O Carballo,42.40891606,-8.744219226
Pontevedra,San André de Lourizán,O Covelo,42.41696919,-8.72929738
Pontevedra,San André de Lourizán,O Laño,42.4134957,-8.738269605
Pontevedra,San André de Lourizán,Ouriceira,42.42053985,-8.723544827
Pontevedra,San André de Lourizán,Placeres-1-2,42.41370539,-8.682264246
Pontevedra,San André de Lourizán,Polvorin,42.42022496,-8.678754999
Pontevedra,San André de Lourizán,Ponte da Autopista (Enbaixo),42.42453255,-8.657910057
Pontevedra,San André de Lourizán,Ponte da Autopista (S),42.42379708,-8.655908366
Pontevedra,San André de Lourizán,Puntada,42.42330055,-8.667714168
Pontevedra,San André de Lourizán,Raxo,42.40295643,-8.753515167
Pontevedra,San André de Lourizán,Sinas,42.40292218,-8.75017359
Pontevedra,San André de Lourizán,Xiorto,42.40211719,-8.75694518
Pontevedra,San Antonio de Cambados,Fefiñáns,42.51676811,-8.818124685
Pontevedra,San Antonio de Cambados,O Sarrido1-2,42.50212556,-8.824532495
Pontevedra,San Antonio de Cambados,Pantalán,42.51003203,-8.818314628
Pontevedra,San Antonio de Cambados,Pta. Tragove-Rego do Alcalde,42.52522221,-8.828254409
Pontevedra,San Antonio de Cambados,Saco de Fefiñáns,42.52264843,-8.817815434
Pontevedra,San Antonio de Cambados,Tubos,42.52019331,-8.820013954
Pontevedra,San Francisco de Vigo,Alcabre,42.22369624,-8.76571291
Pontevedra,San Francisco de Vigo,Bouzas,42.22411552,-8.759422467
Pontevedra,San Francisco de Vigo,Cabo Estai-1-2,42.19066568,-8.812328817
Pontevedra,San Francisco de Vigo,Etea,42.25814808,-8.694224519
Pontevedra,San Francisco de Vigo,Serral,42.19690805,-8.79702484
Pontevedra,San Francisco de Vigo,Toralla,42.20192436,-8.80204783
Pontevedra,San Francisco de Vigo,Toralla (Ponte),42.20038845,-8.799266681
Pontevedra,San Francisco de Vigo,Vulcano,42.25335932,-8.705534087
Pontevedra,San Gregorio de Raxó,A Canteira,42.42709315,-8.707785732
Pontevedra,San Gregorio de Raxó,Ameixal-1,42.41987529,-8.685818804
Pontevedra,San Gregorio de Raxó,Campelo,42.4278263,-8.685353625
Pontevedra,San Gregorio de Raxó,Combarro,42.4342368,-8.69469516
Pontevedra,San Gregorio de Raxó,Don Bernardo,42.42182638,-8.715638216
Pontevedra,San Gregorio de Raxó,Fontemaior,42.40683036,-8.745880429
Pontevedra,San Gregorio de Raxó,Ministro,42.42259026,-8.71862501
Pontevedra,San Gregorio de Raxó,O Carballo,42.40891606,-8.744219226
Pontevedra,San Gregorio de Raxó,O Covelo,42.41696919,-8.72929738
Pontevedra,San Gregorio de Raxó,O Laño,42.4134957,-8.738269605
Pontevedra,San Gregorio de Raxó,Ouriceira,42.42053985,-8.723544827
Pontevedra,San Gregorio de Raxó,Placeres-1-2,42.41370539,-8.682264246
Pontevedra,San Gregorio de Raxó,Polvorin,42.42022496,-8.678754999
Pontevedra,San Gregorio de Raxó,Ponte da Autopista (Enbaixo),42.42453255,-8.657910057
Pontevedra,San Gregorio de Raxó,Ponte da Autopista (S),42.42379708,-8.655908366
Pontevedra,San Gregorio de Raxó,Puntada,42.42330055,-8.667714168
Pontevedra,San Gregorio de Raxó,Raxo,42.40295643,-8.753515167
Pontevedra,San Gregorio de Raxó,Sinas,42.40292218,-8.75017359
Pontevedra,San Gregorio de Raxó,Xiorto,42.40211719,-8.75694518
Pontevedra,San José de Cangas,A Sinal,42.26264404,-8.781767372
Pontevedra,San José de Cangas,Congorza,42.24859329,-8.790907318
Pontevedra,San José de Cangas,Illa Dos Ratos,42.25869808,-8.763000986
Pontevedra,San José de Cangas,Masso,42.25521654,-8.787987977
Pontevedra,San Juan de Redondela,A Barra/Praia Vella (A Telleira)-2,42.2936768,-8.621499354
Pontevedra,San Juan de Redondela,A Barra/Praia Vella (EntrerRíos)-3,42.29289606,-8.625094653
Pontevedra,San Juan de Redondela,A Barra/Praia Vella (Varadero)-1,42.29486054,-8.617258595
Pontevedra,San Juan de Redondela,A Portela (A Rebouza),42.28826252,-8.623763615
Pontevedra,San Juan de Redondela,A Portela-1-2,42.28854925,-8.62058394
Pontevedra,San Juan de Redondela,A Punta do Cabo,42.30971181,-8.625468096
Pontevedra,San Juan de Redondela,A Telleira,42.2879933,-8.615905272
Pontevedra,San Juan de Redondela,Arealonga,42.2653694,-8.677177948
Pontevedra,San Juan de Redondela,Cabanas,42.28119937,-8.663610541
Pontevedra,San Juan de Redondela,Cobreiro,42.30472633,-8.626674525
Pontevedra,San Juan de Redondela,Illa de San Simon,42.30880401,-8.628798068
Pontevedra,San Juan de Redondela,Lonxa-Loureiro,42.30234903,-8.615866557
Pontevedra,San Juan de Redondela,O Regato,42.31202893,-8.620758439
Pontevedra,San Juan de Redondela,Porto Cedeira,42.28644166,-8.628795959
Pontevedra,San Juan de Redondela,Praia de Cesantes,42.30566209,-8.618200206
Pontevedra,San Juan de Redondela,Sobreiro-Soutoxusto,42.31837711,-8.617698613
Pontevedra,San Martiño de Moaña,A Tella-1,42.28596677,-8.680444716
Pontevedra,San Martiño de Moaña,Aradoiro,42.29194457,-8.657791472
Pontevedra,San Martiño de Moaña,Arroas-1,42.27701057,-8.709401806
Pontevedra,San Martiño de Moaña,Arroas-2,42.27662637,-8.710616308
Pontevedra,San Martiño de Moaña,Borna-A Tella,42.2817773,-8.686396655
Pontevedra,San Martiño de Moaña,Borna-Zona(1-3),42.28206901,-8.701204007
Pontevedra,San Martiño de Moaña,Canabal-Peirao Tiran,42.2621201,-8.758514193
Pontevedra,San Martiño de Moaña,Con,42.27195899,-8.739789725
Pontevedra,San Martiño de Moaña,Domaio (Solenidos),42.28985167,-8.675184959
Pontevedra,San Martiño de Moaña,Fandicosta,42.29091282,-8.671467693
Pontevedra,San Martiño de Moaña,Meira,42.28443324,-8.717227206
Pontevedra,San Martiño de Moaña,Meira (Solenidos),42.28249167,-8.71876408
Pontevedra,San Martiño de Moaña,O Cocho-1-2,42.28025492,-8.713825773
Pontevedra,San Martiño de Moaña,Praia da Xunqueira,42.28408459,-8.729503119
Pontevedra,San Martiño de Moaña,Praia de Domaio,42.28973861,-8.676604737
Pontevedra,San Martiño de Moaña,Rande,42.29056926,-8.661716921
Pontevedra,San Martiño de Moaña,Tiran,42.2680377,-8.750330989
Pontevedra,San Martiño de Moaña,Xunqueira (Solenidos),42.28208791,-8.730651732
Pontevedra,San Martiño de O Grove,A Fianteira,42.45971258,-8.833821605
Pontevedra,San Martiño de O Grove,Arnosa,42.46152303,-8.840336188
Pontevedra,San Martiño de O Grove,Cabreiron,42.49810179,-8.844527036
Pontevedra,San Martiño de O Grove,Casa da Toxa (P),42.49239914,-8.836667827
Pontevedra,San Martiño de O Grove,Con Roibo,42.49734033,-8.886320516
Pontevedra,San Martiño de O Grove,Correlo-Illote Insuíña (1-2),42.49655511,-8.827286273
Pontevedra,San Martiño de O Grove,Ganchiño,42.46755068,-8.823728941
Pontevedra,San Martiño de O Grove,Hotel,42.48334098,-8.844417582
Pontevedra,San Martiño de O Grove,Illeiriña,42.49392909,-8.849040007
Pontevedra,San Martiño de O Grove,Illote de Beiro,42.4821664,-8.835246572
Pontevedra,San Martiño de O Grove,Illote de Marma,42.46703481,-8.847048914
Pontevedra,San Martiño de O Grove,Illote Touris,42.4643809,-8.856202371
Pontevedra,San Martiño de O Grove,Insuiñas,42.47118109,-8.830372941
Pontevedra,San Martiño de O Grove,Lavaxeira,42.48820647,-8.884426653
Pontevedra,San Martiño de O Grove,Loraña-Sinal,42.46909693,-8.861008709
Pontevedra,San Martiño de O Grove,Lordelo-Cubreiro,42.4991291,-8.866467528
Pontevedra,San Martiño de O Grove,Moreiras,42.48546344,-8.888228007
Pontevedra,San Martiño de O Grove,Peralto-A Cruz,42.45973836,-8.845826082
Pontevedra,San Martiño de O Grove,Piscina,42.48856412,-8.844209947
Pontevedra,San Martiño de O Grove,Porto de Meloxo,42.49107239,-8.886477892
Pontevedra,San Martiño de O Grove,Rego do Sol,42.48073735,-8.831040634
Pontevedra,San Martiño de O Grove,Rons (P),42.49941158,-8.877481092
Pontevedra,San Martiño de O Grove,Saíñas,42.47700479,-8.828276827
Pontevedra,San Martiño de O Grove,San Bastian,42.49700865,-8.842022749
Pontevedra,San Martiño de O Grove,Teixeira,42.48718625,-8.831497831
Pontevedra,San Martiño de O Grove,Terra de Porto Ou Mina,42.49932183,-8.869594893
Pontevedra,San Martiño de O Grove,Touris de Dentro,42.46395353,-8.867758653
Pontevedra,San Martiño de O Grove,Via Norte Ou Via de Abaixo,42.49127107,-8.855021264
Pontevedra,San Martiño de O Grove,Via Sur Ou Via de Arriba,42.48194217,-8.85597966
Pontevedra,San Roque de Portonovo,Praia Canelas Zona 4,42.38875132,-8.831749201
Pontevedra,San Roque de Portonovo,Praia de Bascuas Zona 2,42.40348576,-8.858856934
Pontevedra,San Roque de Portonovo,Praia Faxilda/Pragueiras Ou Pociñas Zona 1,42.41301677,-8.868655698
Pontevedra,San Roque de Portonovo,Praia Montalvo Zona 3,42.39754963,-8.850838661
Pontevedra,San Telmo de Pontevedra,A Canteira,42.42709315,-8.707785732
Pontevedra,San Telmo de Pontevedra,Ameixal-1,42.41987529,-8.685818804
Pontevedra,San Telmo de Pontevedra,Campelo,42.4278263,-8.685353625
Pontevedra,San Telmo de Pontevedra,Combarro,42.4342368,-8.69469516
Pontevedra,San Telmo de Pontevedra,Don Bernardo,42.42182638,-8.715638216
Pontevedra,San Telmo de Pontevedra,Fontemaior,42.40683036,-8.745880429
Pontevedra,San Telmo de Pontevedra,Ministro,42.42259026,-8.71862501
Pontevedra,San Telmo de Pontevedra,O Carballo,42.40891606,-8.744219226
Pontevedra,San Telmo de Pontevedra,O Covelo,42.41696919,-8.72929738
Pontevedra,San Telmo de Pontevedra,O Laño,42.4134957,-8.738269605
Pontevedra,San Telmo de Pontevedra,Ouriceira,42.42053985,-8.723544827
Pontevedra,San Telmo de Pontevedra,Placeres-1-2,42.41370539,-8.682264246
Pontevedra,San Telmo de Pontevedra,Polvorín,42.42022496,-8.678754999
Pontevedra,San Telmo de Pontevedra,Ponte da Autopista (Enbaixo),42.42453255,-8.657910057
Pontevedra,San Telmo de Pontevedra,Ponte da Autopista (S),42.42379708,-8.655908366
Pontevedra,San Telmo de Pontevedra,Puntada,42.42330055,-8.667714168
Pontevedra,San Telmo de Pontevedra,Raxo,42.40295643,-8.753515167
Pontevedra,San Telmo de Pontevedra,Sinas,42.40292218,-8.75017359
Pontevedra,San Telmo de Pontevedra,Xiorto,42.40211719,-8.75694518
Pontevedra,San Xulián da Illa de Arousa,A Canteira-1,42.55558743,-8.859562267
Pontevedra,San Xulián da Illa de Arousa,A Salga-Avilleira,42.56077933,-8.871111595
Pontevedra,San Xulián da Illa de Arousa,Area de Secada-Pta. Campelo-1-2,42.57436801,-8.878406749
Pontevedra,San Xulián da Illa de Arousa,As Aceñas-1,42.53521444,-8.873429155
Pontevedra,San Xulián da Illa de Arousa,Avilleira,42.55660756,-8.869268599
Pontevedra,San Xulián da Illa de Arousa,Camaxe-Salinas-1,42.53947464,-8.865906648
Pontevedra,San Xulián da Illa de Arousa,Comboa,42.55567276,-8.870854116
Pontevedra,San Xulián da Illa de Arousa,Espiñeiro,42.54592207,-8.873176118
Pontevedra,San Xulián da Illa de Arousa,Gradin,42.55372071,-8.872831445
Pontevedra,San Xulián da Illa de Arousa,Lagartiño,42.56565244,-8.864169315
Pontevedra,San Xulián da Illa de Arousa,Mallón,42.54901196,-8.873985922
Pontevedra,San Xulián da Illa de Arousa,O Campo,42.56327671,-8.873603919
Pontevedra,San Xulián da Illa de Arousa,Os Espiños,42.53319888,-8.875016223
Pontevedra,San Xulián da Illa de Arousa,Praia A Arnela-1,42.52518943,-8.864232654
Pontevedra,San Xulián da Illa de Arousa,Praia de Xastelas-1,42.53006416,-8.866426007
Pontevedra,San Xulián da Illa de Arousa,Praia do Bao-1,42.54645783,-8.854175042
Pontevedra,San Xulián da Illa de Arousa,Praia do Barco,42.53363333,-8.87702456
Pontevedra,San Xulián da Illa de Arousa,Praia do Peixe,42.55203906,-8.875039542
Pontevedra,San Xulián da Illa de Arousa,Pta. Aguiuncho-Pta. Furado,42.56739264,-8.858451453
Pontevedra,San Xulián da Illa de Arousa,Pta. Campelo-Campiño,42.56495879,-8.871809611
Pontevedra,San Xulián da Illa de Arousa,Pta. Quilma-Espiñeiro,42.54175009,-8.879395632
Pontevedra,San Xulián da Illa de Arousa,Pta. Revello,42.53421285,-8.879994636
Pontevedra,San Xulián da Illa de Arousa,Semiño-Testos,42.55992928,-8.876095824
Pontevedra,San Xulián da Illa de Arousa,Testos-Area de Secada,42.56037085,-8.885012312
Pontevedra,Santa María do Porto de Marín,Fontemaior,42.40683036,-8.745880429
Pontevedra,Santa Rosalía de Sanxenxo,Fontemaior,42.40683036,-8.745880429
Pontevedra,Santa Rosalía de Sanxenxo,Praia de Area de Agra Zona 2,42.39441592,-8.769489434
Pontevedra,Santa Rosalía de Sanxenxo,Praia de Areas Zona 3,42.39381333,-8.779053624
Pontevedra,Santa Rosalía de Sanxenxo,Praia de Barreiros Zona 5,42.39757694,-8.793037965
Pontevedra,Santa Rosalía de Sanxenxo,Praia de Nanín Zona 4,42.39734084,-8.787060646
Pontevedra,Santa Rosalía de Sanxenxo,Praia de Pampaido Zona 1,42.39719547,-8.759114825
Pontevedra,Santa Rosalía de Sanxenxo,Praia de Silgar Zona 7,42.40058143,-8.811898946
Pontevedra,Santa Rosalía de Sanxenxo,Pria de Carabuxeira Zona 6,42.40030827,-8.799517716
Pontevedra,Santiago Apóstol de Carril,A Fangueira,42.62304972,-8.775049899
Pontevedra,Santiago Apóstol de Carril,Lombos de Ulla,42.63063672,-8.768131911
Pontevedra,Santiago Apóstol de Carril,Pedra do Pico,42.62401404,-8.770863686
Pontevedra,Santiago Apóstol de Carril,Praia de Compostela,42.60856805,-8.77024977
Pontevedra,Vilaboa,Cabalo,42.32490321,-8.64176246
Pontevedra,Vilaboa,Cabalo (Poliqueto),42.3251357,-8.641227127
Pontevedra,Vilaboa,Calera,42.29665168,-8.653750557
Pontevedra,Vilaboa,Cunchido,42.33362346,-8.636772682
Pontevedra,Vilaboa,Deilan,42.32076266,-8.648315031
Pontevedra,Vilaboa,Larache,42.34203674,-8.634429813
Pontevedra,Vilaboa,Pedra Oliveira,42.31770757,-8.647664604
Pontevedra,Vilaboa,Pta. San Adrian,42.29943121,-8.652631341
Pontevedra,Vilaboa,Río Maior,42.31863533,-8.653617925
Pontevedra,Vilaboa,San Adrian,42.31000128,-8.660593654
Pontevedra,Virgen del Rosario de Vilaxoán,Esteiro do Rial (Fora),42.58267973,-8.800786787
Pontevedra,Virgen del Rosario de Vilaxoán,Esteiro do Rial-Interior Enseada,42.58172071,-8.798267267
Pontevedra,Virgen del Rosario de Vilaxoán,Praia de Borreiros-1,42.58059432,-8.803060044
Pontevedra,Virgen del Rosario de Vilaxoán,Praia de Canelas-1,42.59341237,-8.784639257
Pontevedra,Virgen del Rosario de Vilaxoán,Praia de Castelete-1,42.59174264,-8.787497066
Pontevedra,Virgen del Rosario de Vilaxoán,Praia de Coron Ou Aduana-1,42.57805175,-8.806614062
Pontevedra,Virgen del Rosario de Vilaxoán,Praia de Preguntoiro-1,42.58588989,-8.792952415
Pontevedra,Virgen del Rosario de Vilaxoán,Praia de Saíñas-1,42.58406887,-8.796943523
Pontevedra,Virxe do Carmen de Arcade,Area Nova,42.33178861,-8.620821824
Pontevedra,Virxe do Carmen de Arcade,Cunchido,42.33362346,-8.636772682
Pontevedra,Virxe do Carmen de Arcade,Estralo (Zona Arcade),42.33144606,-8.623457804
Pontevedra,Virxe do Carmen de Arcade,La Conejera,42.33727752,-8.616661586
Pontevedra,Virxe do Carmen de Arcade,Larache,42.34203674,-8.634429813
Pontevedra,Virxe do Carmen de Arcade,Malvinas,42.32848966,-8.625478095
Pontevedra,Virxe do Carmen de Arcade,Pedra Oliveira,42.31770757,-8.647664604
Pontevedra,Virxe do Carmen de Arcade,Puntal-1,42.33158311,-8.618601819
Pontevedra,Virxe do Carmen de Arcade,Puntal-2,42.33337206,-8.61761995
Pontevedra,Virxe do Carmen de Arcade,Puntal-4,42.33025203,-8.616449357
Pontevedra,Virxe do Carmen de Arcade,Río Das Alvedosas-1,42.33578673,-8.623371217
Pontevedra,Virxe do Carmen de Arcade,Río de Paredes-1,42.33425157,-8.630408529
Pontevedra,Virxe do Carmen de Arcade,Río de Paredes-2,42.33605072,-8.629766777
Pontevedra,Virxe do Carmen de Arcade,Río do Medio1-3,42.33412887,-8.620419337
